DATE,PLAYER,TEAM,PTS,REB,AST,STL,BLK,RES,LOC,VS,POS,LAT,LON
2022-01-25,James Harden,BKN,33,12.0,11.0,2.0,1.0,L,HOME,LAL,BKN,40.682661,-73.975225
2022-01-26,Dejounte Murray,SAS,16,10.0,11.0,2.0,0.0,L,HOME,MEM,SAS,29.426944,-98.4375
2022-01-26,Luka Dončić,DAL,15,10.0,15.0,1.0,0.0,W,AWAY,POR,POR,45.531667,-122.666667
2022-01-26,LaMelo Ball,CHA,29,10.0,13.0,1.0,1.0,W,AWAY,IND,IND,39.763889,-86.155556
2022-01-28,Ja Morant,MEM,30,10.0,10.0,1.0,1.0,W,HOME,UTA,MEM,35.138333,-90.050556
2022-01-28,Chris Paul,PHO,21,10.0,14.0,1.0,1.0,W,HOME,MIN,PHO,33.445833,-112.071389
2022-01-28,Domantas Sabonis,IND,24,18.0,10.0,2.0,2.0,W,AWAY,OKC,OKC,35.463333,-97.515
2022-01-28,Nikola Jokić,DEN,29,13.0,10.0,2.0,0.0,W,AWAY,NOP,NOP,29.948889,-90.081944
2022-01-29,Jimmy Butler,MIA,37,13.0,10.0,3.0,2.0,L,HOME,TOR,MIA,25.781389,-80.188056
2022-01-30,Cade Cunningham,DET,19,10.0,10.0,3.0,1.0,W,HOME,CLE,DET,42.341111,-83.055
2022-01-30,Nikola Jokić,DEN,18,10.0,15.0,3.0,1.0,W,AWAY,MIL,MIL,43.045028,-87.918167
2022-01-30,Luka Dončić,DAL,34,12.0,11.0,1.0,0.0,L,AWAY,ORL,ORL,28.539167,-81.383611
2022-01-30,Karl-Anthony Towns,MIN,31,11.0,10.0,2.0,0.0,W,HOME,UTA,MIN,44.9795,-93.2761
2022-02-01,Giannis Antetokounmpo,MIL,33,15.0,11.0,0.0,2.0,W,HOME,WAS,MIL,43.045028,-87.918167
2022-02-02,Spencer Dinwiddie,WAS,14,12.0,10.0,0.0,0.0,W,AWAY,PHI,PHI,39.901111,-75.171944
2022-02-04,Luka Dončić,DAL,33,13.0,15.0,2.0,0.0,W,HOME,PHI,DAL,32.790556,-96.810278
2022-02-05,LeBron James,LAL,29,13.0,10.0,1.0,0.0,W,HOME,NYK,LAL,34.043056,-118.267222
2022-02-06,Nikola Jokić,DEN,27,12.0,10.0,2.0,1.0,W,HOME,BKN,DEN,39.74892,-105.0084
2022-02-06,Luka Dončić,DAL,18,10.0,11.0,1.0,0.0,W,HOME,ATL,DAL,32.790556,-96.810278
2022-02-10,Kyle Lowry,MIA,14,11.0,11.0,4.0,0.0,W,AWAY,NOP,NOP,29.948889,-90.081944
2022-02-10,Kyle Kuzma,WAS,15,13.0,10.0,0.0,0.0,W,HOME,BKN,WAS,38.8982,-77.0209
2022-02-11,Dejounte Murray,SAS,32,10.0,15.0,4.0,0.0,W,AWAY,ATL,ATL,33.757222,-84.396389
2022-02-11,Nikola Jokić,DEN,23,16.0,11.0,0.0,2.0,L,AWAY,BOS,BOS,42.366303,-71.062228
2022-02-11,Terry Rozier,CHA,25,10.0,11.0,4.0,0.0,W,AWAY,DET,DET,42.341111,-83.055
2022-02-12,Josh Giddey,OKC,11,12.0,10.0,0.0,0.0,L,AWAY,CHI,CHI,41.880556,-87.674167
2022-02-12,Joel Embiid,PHI,40,14.0,10.0,3.0,0.0,W,HOME,CLE,PHI,39.901111,-75.171944
2022-02-14,Julius Randle,NYK,30,13.0,10.0,0.0,0.0,L,HOME,OKC,NYK,40.750556,-73.993611
2022-02-14,Josh Giddey,OKC,28,11.0,12.0,1.0,0.0,W,AWAY,NYK,NYK,40.750556,-73.993611
2022-02-16,Josh Giddey,OKC,17,10.0,10.0,1.0,0.0,L,HOME,SAS,OKC,35.463333,-97.515
2022-02-17,LaMelo Ball,CHA,14,10.0,14.0,0.0,1.0,L,HOME,MIA,CHA,35.225,-80.839167
2022-02-25,Dejounte Murray,SAS,31,13.0,14.0,0.0,0.0,W,AWAY,WAS,WAS,38.8982,-77.0209
2022-02-26,Nikola Jokić,DEN,18,10.0,11.0,0.0,0.0,W,HOME,SAC,DEN,39.74892,-105.0084
2022-02-27,James Harden,PHI,29,10.0,16.0,5.0,0.0,W,AWAY,NYK,NYK,40.750556,-73.993611
2022-03-06,Nikola Jokić,DEN,46,12.0,11.0,3.0,4.0,W,HOME,NOP,DEN,39.74892,-105.0084
2022-03-07,Nikola Jokić,DEN,32,15.0,13.0,0.0,1.0,W,HOME,GSW,DEN,39.74892,-105.0084
2022-03-09,LeBron James,LAL,23,14.0,12.0,1.0,4.0,L,AWAY,HOU,HOU,29.750833,-95.362222
2022-03-18,Russell Westbrook,LAL,22,10.0,10.0,1.0,0.0,W,AWAY,TOR,TOR,43.643333,-79.379167
2022-03-21,LeBron James,LAL,38,10.0,12.0,1.0,1.0,W,AWAY,CLE,CLE,41.496389,-81.688056
2022-03-26,Dejounte Murray,SAS,15,11.0,13.0,3.0,0.0,W,AWAY,NOP,NOP,29.948889,-90.081944
2022-03-28,Nikola Jokić,DEN,26,19.0,11.0,2.0,0.0,W,AWAY,CHA,CHA,35.225,-80.839167
2022-03-29,Luka Dončić,DAL,34,12.0,12.0,1.0,0.0,W,HOME,LAL,DAL,32.790556,-96.810278
2022-03-30,Pascal Siakam,TOR,12,10.0,13.0,1.0,1.0,W,HOME,MIN,TOR,43.643333,-79.379167
2022-03-30,Kevin Porter Jr.,HOU,30,12.0,12.0,0.0,1.0,L,HOME,SAC,HOU,29.750833,-95.362222
2022-04-03,James Harden,PHI,21,10.0,10.0,0.0,0.0,W,AWAY,CLE,CLE,41.496389,-81.688056
2022-04-03,Aleksej Pokusevski,OKC,17,10.0,12.0,1.0,1.0,W,HOME,PHO,OKC,35.463333,-97.515
2022-04-03,Immanuel Quickley,NYK,20,10.0,10.0,2.0,0.0,W,AWAY,ORL,ORL,28.539167,-81.383611
2022-04-06,Kevin Durant,BKN,32,10.0,11.0,1.0,2.0,W,AWAY,NYK,NYK,40.750556,-73.993611
2022-04-07,Pascal Siakam,TOR,37,10.0,12.0,2.0,0.0,W,HOME,PHI,TOR,43.643333,-79.379167
2022-04-07,Jaylen Brown,BOS,22,10.0,11.0,1.0,1.0,L,AWAY,MIL,MIL,43.045028,-87.918167
2022-04-10,Immanuel Quickley,NYK,34,10.0,12.0,0.0,0.0,W,HOME,TOR,NYK,40.750556,-73.993611
2022-04-10,Austin Reaves,LAL,31,16.0,10.0,2.0,1.0,W,AWAY,DEN,DEN,39.74892,-105.0084
2022-04-10,Kevin Durant,BKN,20,10.0,16.0,1.0,0.0,W,HOME,IND,BKN,40.682661,-73.975225
2022-04-10,John Konchar,MEM,17,13.0,10.0,2.0,1.0,L,HOME,BOS,MEM,35.138333,-90.050556
2022-10-21,Pascal Siakam,TOR,37,12.0,11.0,0.0,0.0,L,AWAY,BKN,BKN,40.682661,-73.975225
2022-10-21,Nikola Jokić,DEN,26,12.0,10.0,0.0,0.0,W,AWAY,GSW,GSW,37.768,-122.387
2022-10-22,Nikola Jokić,DEN,19,16.0,13.0,1.0,1.0,W,HOME,OKC,DEN,39.74892,-105.0084
2022-10-27,Luka Dončić,DAL,41,11.0,14.0,3.0,0.0,W,AWAY,BKN,BKN,40.682661,-73.975225
2022-10-29,Luka Dončić,DAL,31,16.0,10.0,1.0,0.0,L,HOME,OKC,DAL,32.790556,-96.810278
2022-11-01,Stephen Curry,GSW,23,13.0,13.0,1.0,0.0,L,AWAY,MIA,MIA,25.781389,-80.188056
2022-11-02,Pascal Siakam,TOR,22,10.0,11.0,1.0,0.0,W,AWAY,SAS,SAS,29.426944,-98.4375
2022-11-03,Nikola Jokić,DEN,15,13.0,14.0,1.0,0.0,W,AWAY,OKC,OKC,35.463333,-97.515
2022-11-04,Scottie Barnes,TOR,11,11.0,10.0,1.0,0.0,L,AWAY,DAL,DAL,32.790556,-96.810278
2022-11-04,Giannis Antetokounmpo,MIL,26,14.0,11.0,0.0,0.0,W,AWAY,MIN,MIN,44.9795,-93.2761
2022-11-05,Dejounte Murray,ATL,22,10.0,11.0,3.0,0.0,W,HOME,NOP,ATL,33.757222,-84.396389
2022-11-09,Kevin Durant,BKN,29,12.0,12.0,1.0,2.0,W,HOME,NYK,BKN,40.682661,-73.975225
2022-11-12,Luka Dončić,DAL,42,13.0,10.0,2.0,1.0,W,HOME,POR,DAL,32.790556,-96.810278
2022-11-13,Josh Giddey,OKC,24,10.0,12.0,0.0,0.0,W,AWAY,NYK,NYK,40.750556,-73.993611
2022-11-17,Royce O'Neale,BKN,11,10.0,11.0,0.0,1.0,W,AWAY,POR,POR,45.531667,-122.666667
2022-11-18,Kyle Lowry,MIA,24,10.0,15.0,1.0,2.0,L,AWAY,WAS,WAS,38.8982,-77.0209
2022-11-18,Luka Dončić,DAL,33,12.0,11.0,1.0,0.0,W,HOME,DEN,DAL,32.790556,-96.810278
2022-11-23,Bruce Brown,DEN,17,13.0,10.0,4.0,0.0,W,AWAY,OKC,OKC,35.463333,-97.515
2022-11-27,Ja Morant,MEM,27,10.0,14.0,1.0,0.0,W,AWAY,NYK,NYK,40.750556,-73.993611
2022-11-27,Tyler Herro,MIA,11,11.0,10.0,1.0,0.0,W,AWAY,ATL,ATL,33.757222,-84.396389
2022-11-29,Luka Dončić,DAL,41,12.0,12.0,4.0,1.0,W,HOME,GSW,DAL,32.790556,-96.810278
2022-12-04,Domantas Sabonis,SAC,11,17.0,10.0,0.0,0.0,W,HOME,CHI,SAC,38.580361,-121.499611
2022-12-06,Luka Dončić,DAL,22,10.0,12.0,0.0,1.0,W,AWAY,DEN,DEN,39.74892,-105.0084
2022-12-07,Ja Morant,MEM,26,13.0,11.0,2.0,0.0,W,HOME,OKC,MEM,35.138333,-90.050556
2022-12-09,Russell Westbrook,LAL,12,11.0,11.0,4.0,0.0,L,AWAY,PHI,PHI,39.901111,-75.171944
2022-12-10,Nikola Jokić,DEN,31,12.0,14.0,1.0,4.0,W,HOME,UTA,DEN,39.74892,-105.0084
2022-12-14,Paul George,LAC,17,11.0,11.0,0.0,0.0,W,HOME,MIN,LAC,34.043056,-118.267222
2022-12-15,Ja Morant,MEM,25,10.0,10.0,1.0,0.0,W,HOME,MIL,MEM,35.138333,-90.050556
2022-12-16,Russell Westbrook,LAL,15,11.0,12.0,2.0,0.0,W,HOME,DEN,LAL,34.043056,-118.267222
2022-12-18,Nikola Jokić,DEN,40,27.0,10.0,2.0,0.0,W,HOME,CHA,DEN,39.74892,-105.0084
2022-12-20,Nikola Jokić,DEN,13,13.0,13.0,2.0,0.0,W,HOME,MEM,DEN,39.74892,-105.0084
2022-12-21,LaMelo Ball,CHA,25,11.0,12.0,2.0,0.0,L,AWAY,LAC,LAC,34.043056,-118.267222
2022-12-21,Domantas Sabonis,SAC,13,21.0,12.0,1.0,0.0,W,HOME,LAL,SAC,38.580361,-121.499611
2022-12-23,Domantas Sabonis,SAC,20,15.0,10.0,0.0,0.0,L,HOME,WAS,SAC,38.580361,-121.499611
2022-12-23,James Harden,PHI,20,11.0,21.0,1.0,0.0,W,HOME,LAC,PHI,39.901111,-75.171944
2022-12-25,Nikola Jokić,DEN,41,15.0,15.0,0.0,1.0,W,HOME,PHO,DEN,39.74892,-105.0084
2022-12-27,Russell Westbrook,LAL,15,13.0,13.0,0.0,0.0,W,AWAY,ORL,ORL,28.539167,-81.383611
2022-12-27,Luka Dončić,DAL,60,21.0,10.0,2.0,1.0,W,HOME,NYK,DAL,32.790556,-96.810278
2022-12-29,Luka Dončić,DAL,35,12.0,13.0,1.0,2.0,W,HOME,HOU,DAL,32.790556,-96.810278
2022-12-30,Nikola Jokić,DEN,19,12.0,12.0,1.0,1.0,W,HOME,MIA,DEN,39.74892,-105.0084
2022-12-31,Joel Embiid,PHI,16,13.0,10.0,1.0,4.0,W,AWAY,OKC,OKC,35.463333,-97.515
2023-01-01,Kyle Kuzma,WAS,10,13.0,11.0,0.0,0.0,W,AWAY,MIL,MIL,43.045028,-87.918167
2023-01-01,Nikola Jokić,DEN,30,12.0,12.0,1.0,0.0,W,HOME,BOS,DEN,39.74892,-105.0084
2023-01-04,Giannis Antetokounmpo,MIL,30,21.0,10.0,0.0,1.0,W,AWAY,TOR,TOR,43.643333,-79.379167
2023-01-05,Jayson Tatum,BOS,29,14.0,10.0,1.0,2.0,W,AWAY,DAL,DAL,32.790556,-96.810278
2023-01-06,Nikola Jokić,DEN,28,15.0,10.0,2.0,0.0,W,HOME,CLE,DEN,39.74892,-105.0084
2023-01-06,Nikola Vucevic,CHI,19,18.0,10.0,0.0,2.0,W,AWAY,PHI,PHI,39.901111,-75.171944
2023-01-07,Luka Dončić,DAL,34,10.0,10.0,0.0,1.0,W,HOME,NOP,DAL,32.790556,-96.810278
2023-01-08,James Harden,PHI,20,11.0,11.0,0.0,1.0,W,AWAY,DET,DET,42.341111,-83.055
2023-01-09,Nikola Jokić,DEN,14,11.0,16.0,1.0,1.0,W,HOME,LAL,DEN,39.74892,-105.0084
2023-01-10,Josh Giddey,OKC,18,15.0,10.0,0.0,1.0,L,AWAY,MIA,MIA,25.781389,-80.188056
2023-01-10,James Harden,PHI,16,12.0,15.0,2.0,0.0,W,HOME,DET,PHI,39.901111,-75.171944
2023-01-11,Alperen Sengun,HOU,10,10.0,10.0,1.0,0.0,L,AWAY,SAC,SAC,38.580361,-121.499611
2023-01-12,Luka Dončić,DAL,35,14.0,13.0,1.0,1.0,W,AWAY,LAL,LAL,34.043056,-118.267222
2023-01-13,Domantas Sabonis,SAC,19,15.0,16.0,2.0,2.0,W,HOME,HOU,SAC,38.580361,-121.499611
2023-01-15,Russell Westbrook,LAL,20,14.0,11.0,1.0,1.0,L,HOME,PHI,LAL,34.043056,-118.267222
2023-01-15,Nikola Jokić,DEN,17,10.0,14.0,2.0,1.0,W,HOME,ORL,DEN,39.74892,-105.0084
2023-01-16,Kyle Anderson,MIN,13,11.0,10.0,1.0,1.0,L,HOME,UTA,MIN,44.9795,-93.2761
2023-01-17,Nikola Jokić,DEN,36,12.0,10.0,1.0,1.0,W,HOME,POR,DEN,39.74892,-105.0084
2023-01-17,Ben Simmons,BKN,10,10.0,11.0,4.0,2.0,L,AWAY,SAS,SAS,29.426944,-98.4375
2023-01-18,Nikola Jokić,DEN,31,11.0,13.0,1.0,0.0,W,HOME,MIN,DEN,39.74892,-105.0084
2023-01-19,James Harden,PHI,16,10.0,14.0,0.0,0.0,W,AWAY,POR,POR,45.531667,-122.666667
2023-01-20,Jamal Murray,DEN,17,10.0,14.0,2.0,0.0,W,HOME,IND,DEN,39.74892,-105.0084
2023-01-20,Domantas Sabonis,SAC,18,14.0,14.0,0.0,0.0,W,HOME,OKC,SAC,38.580361,-121.499611
2023-01-21,T.J. McConnell,IND,18,10.0,12.0,2.0,0.0,L,AWAY,PHO,PHO,33.445833,-112.071389
2023-01-23,Domantas Sabonis,SAC,14,10.0,11.0,0.0,0.0,W,HOME,MEM,SAC,38.580361,-121.499611
2023-01-24,Nikola Jokić,DEN,25,11.0,10.0,1.0,0.0,W,AWAY,NOP,NOP,29.948889,-90.081944
2023-01-25,Alperen Sengun,HOU,21,11.0,10.0,3.0,2.0,L,HOME,WAS,HOU,29.750833,-95.362222
2023-01-27,Ja Morant,MEM,27,10.0,11.0,0.0,0.0,L,AWAY,MIN,MIN,44.9795,-93.2761
2023-01-29,Ja Morant,MEM,27,10.0,15.0,2.0,1.0,W,HOME,IND,MEM,35.138333,-90.050556
2023-01-31,Nikola Jokić,DEN,26,18.0,15.0,1.0,1.0,W,HOME,NOP,DEN,39.74892,-105.0084
2023-01-31,LeBron James,LAL,28,10.0,11.0,1.0,0.0,W,AWAY,NYK,NYK,40.750556,-73.993611
2023-01-31,LaMelo Ball,CHA,27,10.0,11.0,3.0,3.0,L,AWAY,MIL,MIL,43.045028,-87.918167
2023-02-01,Fred VanVleet,TOR,34,12.0,10.0,1.0,1.0,L,AWAY,UTA,UTA,40.768333,-111.901111
2023-02-02,Nikola Jokić,DEN,22,14.0,16.0,1.0,1.0,W,HOME,GSW,DEN,39.74892,-105.0084
2023-02-04,Giannis Antetokounmpo,MIL,35,15.0,11.0,1.0,1.0,W,HOME,MIA,MIL,43.045028,-87.918167
2023-02-04,Nikola Jokić,DEN,14,18.0,10.0,1.0,2.0,W,HOME,ATL,DEN,39.74892,-105.0084
2023-02-07,Nikola Jokić,DEN,20,12.0,16.0,1.0,1.0,W,HOME,MIN,DEN,39.74892,-105.0084
2023-02-08,Damian Lillard,POR,33,10.0,11.0,1.0,0.0,W,HOME,GSW,POR,45.531667,-122.666667
2023-02-11,Nikola Jokić,DEN,30,16.0,10.0,0.0,2.0,W,AWAY,CHA,CHA,35.225,-80.839167
2023-02-15,LaMelo Ball,CHA,28,12.0,10.0,1.0,0.0,W,HOME,SAS,CHA,35.225,-80.839167
2023-02-15,Nikola Jokić,DEN,14,13.0,10.0,1.0,1.0,W,HOME,DAL,DEN,39.74892,-105.0084
2023-02-23,Nikola Jokić,DEN,24,18.0,13.0,2.0,0.0,W,AWAY,CLE,CLE,41.496389,-81.688056
2023-02-23,Domantas Sabonis,SAC,18,17.0,10.0,3.0,0.0,W,HOME,POR,SAC,38.580361,-121.499611
2023-02-26,Nikola Jokić,DEN,40,17.0,10.0,3.0,0.0,W,HOME,LAC,DEN,39.74892,-105.0084
2023-02-28,Ja Morant,MEM,39,10.0,10.0,2.0,0.0,W,HOME,LAL,MEM,35.138333,-90.050556
2023-02-28,Nikola Jokić,DEN,14,11.0,10.0,0.0,0.0,W,AWAY,HOU,HOU,29.750833,-95.362222
2023-03-03,Nikola Jokić,DEN,18,18.0,10.0,0.0,1.0,W,HOME,MEM,DEN,39.74892,-105.0084
2023-03-06,Domantas Sabonis,SAC,19,11.0,11.0,1.0,1.0,W,HOME,NOP,SAC,38.580361,-121.499611
2023-03-06,Damian Lillard,POR,31,13.0,12.0,1.0,1.0,W,AWAY,DET,DET,42.341111,-83.055
2023-03-07,Josh Giddey,OKC,17,11.0,17.0,0.0,0.0,W,HOME,GSW,OKC,35.463333,-97.515
2023-03-09,Domantas Sabonis,SAC,24,13.0,10.0,0.0,1.0,W,HOME,NYK,SAC,38.580361,-121.499611
2023-03-10,Nikola Jokić,DEN,37,11.0,11.0,3.0,0.0,L,AWAY,SAS,SAS,29.426944,-98.4375
2023-03-12,Nikola Jokić,DEN,35,20.0,11.0,2.0,2.0,L,HOME,BKN,DEN,39.74892,-105.0084
2023-03-13,Domantas Sabonis,SAC,23,17.0,15.0,0.0,0.0,L,HOME,MIL,SAC,38.580361,-121.499611
2023-03-13,Kyle Anderson,MIN,14,10.0,12.0,2.0,2.0,W,AWAY,ATL,ATL,33.757222,-84.396389
2023-03-14,Josh Giddey,OKC,15,13.0,10.0,2.0,0.0,W,HOME,BKN,OKC,35.463333,-97.515
2023-03-15,Domantas Sabonis,SAC,14,17.0,10.0,1.0,1.0,W,AWAY,CHI,CHI,41.880556,-87.674167
2023-03-17,James Harden,PHI,11,11.0,10.0,3.0,0.0,W,AWAY,CHA,CHA,35.225,-80.839167
2023-03-17,Kyle Anderson,MIN,11,10.0,12.0,1.0,2.0,L,AWAY,CHI,CHI,41.880556,-87.674167
2023-03-17,Tyus Jones,MEM,20,10.0,10.0,2.0,0.0,W,AWAY,SAS,SAS,29.426944,-98.4375
2023-03-19,Giannis Antetokounmpo,MIL,22,12.0,10.0,0.0,2.0,W,HOME,TOR,MIL,43.045028,-87.918167
2023-03-19,Nikola Jokić,DEN,22,17.0,10.0,2.0,0.0,W,AWAY,BKN,BKN,40.682661,-73.975225
2023-03-21,Domantas Sabonis,SAC,16,13.0,12.0,1.0,0.0,L,HOME,BOS,SAC,38.580361,-121.499611
2023-03-22,Kevin Porter Jr.,HOU,14,10.0,10.0,1.0,0.0,L,AWAY,MEM,MEM,35.138333,-90.050556
2023-03-23,Brandon Ingram,NOP,30,11.0,10.0,1.0,0.0,W,HOME,CHA,NOP,29.948889,-90.081944
2023-03-27,Nikola Jokić,DEN,25,17.0,12.0,0.0,2.0,W,HOME,PHI,DEN,39.74892,-105.0084
2023-03-29,Giannis Antetokounmpo,MIL,38,17.0,12.0,1.0,0.0,W,AWAY,IND,IND,39.763889,-86.155556
2023-03-30,Brandon Ingram,NOP,31,11.0,10.0,0.0,0.0,W,AWAY,DEN,DEN,39.74892,-105.0084
2023-04-02,Ja Morant,MEM,17,10.0,10.0,0.0,0.0,L,AWAY,CHI,CHI,41.880556,-87.674167
2023-04-02,LeBron James,LAL,18,10.0,11.0,0.0,1.0,W,AWAY,HOU,HOU,29.750833,-95.362222
2023-04-02,Tre Jones,SAS,17,10.0,11.0,1.0,0.0,W,AWAY,SAC,SAC,38.580361,-121.499611
2023-04-04,Domantas Sabonis,SAC,16,12.0,11.0,0.0,0.0,W,AWAY,NOP,NOP,29.948889,-90.081944
2023-04-04,Giannis Antetokounmpo,MIL,28,11.0,10.0,2.0,1.0,W,AWAY,WAS,WAS,38.8982,-77.0209
2023-04-05,Domantas Sabonis,SAC,19,11.0,11.0,1.0,0.0,L,AWAY,DAL,DAL,32.790556,-96.810278
2023-04-08,Tre Jones,SAS,21,10.0,12.0,0.0,0.0,L,HOME,MIN,SAS,29.426944,-98.4375
2023-04-09,Theo Pinson,DAL,23,13.0,12.0,1.0,0.0,L,HOME,SAS,DAL,32.790556,-96.810278
2023-04-09,Tre Mann,OKC,24,12.0,12.0,2.0,0.0,W,HOME,MEM,OKC,35.463333,-97.515
2023-04-09,Payton Pritchard,BOS,30,14.0,11.0,0.0,0.0,W,HOME,ATL,BOS,42.366303,-71.062228
2023-10-24,Nikola Jokić,DEN,29,13.0,11.0,1.0,1.0,W,HOME,LAL,DEN,39.74892,-105.0084
2023-10-25,Luka Dončić,DAL,33,13.0,10.0,2.0,0.0,W,AWAY,SAS,SAS,29.426944,-98.4375
2023-10-27,Scottie Barnes,TOR,22,10.0,10.0,0.0,2.0,L,AWAY,CHI,CHI,41.880556,-87.674167
2023-10-30,Luka Dončić,DAL,35,12.0,12.0,1.0,1.0,W,AWAY,MEM,MEM,35.138333,-90.050556
2023-10-30,Nikola Jokić,DEN,27,10.0,11.0,0.0,2.0,W,HOME,UTA,DEN,39.74892,-105.0084
2023-11-05,LaMelo Ball,CHA,30,10.0,13.0,1.0,1.0,L,AWAY,DAL,DAL,32.790556,-96.810278
2023-11-06,Nikola Jokić,DEN,35,14.0,12.0,1.0,1.0,W,HOME,NOP,DEN,39.74892,-105.0084
2023-11-06,Bam Adebayo,MIA,22,19.0,10.0,2.0,2.0,W,HOME,LAL,MIA,25.781389,-80.188056
2023-11-10,Domantas Sabonis,SAC,17,13.0,13.0,1.0,2.0,W,HOME,OKC,SAC,38.580361,-121.499611
2023-11-12,Nikola Jokić,DEN,36,21.0,11.0,0.0,1.0,L,AWAY,HOU,HOU,29.750833,-95.362222
2023-11-15,LeBron James,LAL,28,10.0,12.0,4.0,1.0,L,HOME,SAC,LAL,34.043056,-118.267222
2023-11-17,Nikola Jokić,DEN,26,16.0,18.0,1.0,1.0,L,AWAY,NOP,NOP,29.948889,-90.081944
2023-11-22,Nikola Jokić,DEN,30,13.0,12.0,3.0,2.0,L,AWAY,ORL,ORL,28.539167,-81.383611
2023-11-27,Joel Embiid,PHI,30,11.0,11.0,1.0,1.0,W,HOME,LAL,PHI,39.901111,-75.171944
2023-11-29,Nikola Jokić,DEN,32,10.0,15.0,1.0,0.0,W,HOME,HOU,DEN,39.74892,-105.0084
2023-12-02,Giannis Antetokounmpo,MIL,32,11.0,10.0,2.0,1.0,W,HOME,ATL,MIL,43.045028,-87.918167
2023-12-02,Luka Dončić,DAL,36,15.0,18.0,2.0,2.0,L,HOME,OKC,DAL,32.790556,-96.810278
2023-12-02,Nikola Jokić,DEN,36,13.0,14.0,2.0,1.0,L,AWAY,SAC,SAC,38.580361,-121.499611
2023-12-04,Tyrese Haliburton,IND,26,10.0,13.0,1.0,0.0,W,HOME,BOS,IND,39.763889,-86.155556
2023-12-04,Domantas Sabonis,SAC,26,13.0,10.0,2.0,1.0,L,HOME,NOP,SAC,38.580361,-121.499611
2023-12-06,Luka Dončić,DAL,40,10.0,11.0,1.0,0.0,W,HOME,UTA,DAL,32.790556,-96.810278
2023-12-06,Nikola Jokić,DEN,22,15.0,10.0,1.0,0.0,L,AWAY,LAC,LAC,34.043056,-118.267222
2023-12-08,Scottie Barnes,TOR,31,10.0,10.0,2.0,1.0,L,AWAY,CHA,CHA,35.225,-80.839167
2023-12-14,Nikola Jokić,DEN,26,14.0,10.0,1.0,0.0,W,HOME,BKN,DEN,39.74892,-105.0084
2023-12-15,Tyus Jones,WAS,13,10.0,11.0,2.0,2.0,W,HOME,IND,WAS,38.8982,-77.0209
2023-12-16,Luka Dončić,DAL,40,12.0,10.0,1.0,0.0,W,AWAY,POR,POR,45.531667,-122.666667
2023-12-18,Domantas Sabonis,SAC,28,13.0,12.0,0.0,1.0,W,HOME,WAS,SAC,38.580361,-121.499611
2023-12-18,LeBron James,LAL,25,11.0,11.0,1.0,0.0,L,HOME,NYK,LAL,34.043056,-118.267222
2023-12-19,Giannis Antetokounmpo,MIL,11,14.0,16.0,2.0,1.0,W,HOME,SAS,MIL,43.045028,-87.918167
2023-12-22,Domantas Sabonis,SAC,28,11.0,12.0,0.0,0.0,W,HOME,PHO,SAC,38.580361,-121.499611
2023-12-23,Domantas Sabonis,SAC,17,10.0,10.0,1.0,0.0,L,HOME,MIN,SAC,38.580361,-121.499611
2023-12-23,Luka Dončić,DAL,39,12.0,10.0,1.0,1.0,W,HOME,SAS,DAL,32.790556,-96.810278
2023-12-27,Kevin Durant,PHO,27,10.0,16.0,2.0,1.0,W,AWAY,HOU,HOU,29.750833,-95.362222
2023-12-28,Nikola Jokić,DEN,26,14.0,10.0,0.0,2.0,W,HOME,MEM,DEN,39.74892,-105.0084
2023-12-31,Domantas Sabonis,SAC,13,21.0,12.0,1.0,0.0,W,AWAY,MEM,MEM,35.138333,-90.050556
2024-01-01,Giannis Antetokounmpo,MIL,30,18.0,11.0,1.0,2.0,L,HOME,IND,MIL,43.045028,-87.918167
2024-01-01,Jordan Clarkson,UTA,20,10.0,11.0,1.0,0.0,W,HOME,DAL,UTA,40.768333,-111.901111
2024-01-02,Joel Embiid,PHI,31,15.0,10.0,1.0,2.0,W,HOME,CHI,PHI,39.901111,-75.171944
2024-01-03,Domantas Sabonis,SAC,22,23.0,12.0,2.0,1.0,W,HOME,ORL,SAC,38.580361,-121.499611
2024-01-05,Domantas Sabonis,SAC,24,15.0,11.0,0.0,0.0,W,HOME,TOR,SAC,38.580361,-121.499611
2024-01-05,Paolo Banchero,ORL,32,10.0,11.0,3.0,0.0,W,AWAY,DEN,DEN,39.74892,-105.0084
2024-01-08,Giannis Antetokounmpo,MIL,25,10.0,11.0,0.0,0.0,L,HOME,UTA,MIL,43.045028,-87.918167
2024-01-09,Domantas Sabonis,SAC,37,10.0,13.0,3.0,0.0,W,AWAY,DET,DET,42.341111,-83.055
2024-01-10,Victor Wembanyama,SAS,16,12.0,10.0,0.0,0.0,W,AWAY,DET,DET,42.341111,-83.055
2024-01-11,Josh Giddey,OKC,13,10.0,12.0,0.0,3.0,W,HOME,POR,OKC,35.463333,-97.515
2024-01-12,Nikola Jokić,DEN,27,10.0,14.0,0.0,1.0,W,HOME,NOP,DEN,39.74892,-105.0084
2024-01-13,Anthony Davis,LAL,15,15.0,11.0,1.0,4.0,L,AWAY,UTA,UTA,40.768333,-111.901111
2024-01-14,Domantas Sabonis,SAC,21,13.0,15.0,1.0,1.0,L,AWAY,MIL,MIL,43.045028,-87.918167
2024-01-14,Giannis Antetokounmpo,MIL,27,10.0,10.0,3.0,0.0,W,HOME,SAC,MIL,43.045028,-87.918167
